arm,fixture,repeat,duration,tokens,lines,family,criterion,passed
M56-CURRENT,review-missing-delivery,3,150,11706,43,contract-review,delivery,0
M56-CURRENT,review-missing-delivery,3,150,11706,43,omission-recall,delivery,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,contract-review,applicability,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,contract-review,pages,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,contract-review,states,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,contract-review,flow,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,contract-review,acceptance,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,contract-review,delivery,0
M56-CURRENT,review-missing-delivery,4,153,21605,89,omission-recall,delivery,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,contract-review,applicability,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,contract-review,pages,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,contract-review,states,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,contract-review,flow,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,contract-review,acceptance,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,contract-review,delivery,0
M56-CURRENT,review-missing-delivery,5,112,11085,114,omission-recall,delivery,0
M56-CURRENT,review-missing-flow,1,141,10742,141,contract-review,applicability,0
M56-CURRENT,review-missing-flow,1,141,10742,141,contract-review,pages,0
M56-CURRENT,review-missing-flow,1,141,10742,141,contract-review,states,0
M56-CURRENT,review-missing-flow,1,141,10742,141,contract-review,flow,0
M56-CURRENT,review-missing-flow,1,141,10742,141,contract-review,acceptance,0
M56-CURRENT,review-missing-flow,1,141,10742,141,contract-review,delivery,0
M56-CURRENT,review-missing-flow,1,141,10742,141,omission-recall,flow,0
M56-CURRENT,review-missing-flow,2,129,11710,97,contract-review,applicability,0
M56-CURRENT,review-missing-flow,2,129,11710,97,contract-review,pages,0
M56-CURRENT,review-missing-flow,2,129,11710,97,contract-review,states,0
M56-CURRENT,review-missing-flow,2,129,11710,97,contract-review,flow,0
M56-CURRENT,review-missing-flow,2,129,11710,97,contract-review,acceptance,0
M56-CURRENT,review-missing-flow,2,129,11710,97,contract-review,delivery,0
M56-CURRENT,review-missing-flow,2,129,11710,97,omission-recall,flow,0
M56-CURRENT,review-missing-flow,3,137,10369,105,contract-review,applicability,0
M56-CURRENT,review-missing-flow,3,137,10369,105,contract-review,pages,0
M56-CURRENT,review-missing-flow,3,137,10369,105,contract-review,states,0
M56-CURRENT,review-missing-flow,3,137,10369,105,contract-review,flow,0
M56-CURRENT,review-missing-flow,3,137,10369,105,contract-review,acceptance,0
M56-CURRENT,review-missing-flow,3,137,10369,105,contract-review,delivery,0
M56-CURRENT,review-missing-flow,3,137,10369,105,omission-recall,flow,0
M56-CURRENT,review-missing-flow,4,120,22686,119,contract-review,applicability,0
M56-CURRENT,review-missing-flow,4,120,22686,119,contract-review,pages,0
M56-CURRENT,review-missing-flow,4,120,22686,119,contract-review,states,0
M56-CURRENT,review-missing-flow,4,120,22686,119,contract-review,flow,0
M56-CURRENT,review-missing-flow,4,120,22686,119,contract-review,acceptance,0
M56-CURRENT,review-missing-flow,4,120,22686,119,contract-review,delivery,0
M56-CURRENT,review-missing-flow,4,120,22686,119,omission-recall,flow,0
M56-CURRENT,review-missing-flow,5,153,22870,151,contract-review,applicability,0
M56-CURRENT,review-missing-flow,5,153,22870,151,contract-review,pages,0
M56-CURRENT,review-missing-flow,5,153,22870,151,contract-review,states,0
M56-CURRENT,review-missing-flow,5,153,22870,151,contract-review,flow,0
M56-CURRENT,review-missing-flow,5,153,22870,151,contract-review,acceptance,0
M56-CURRENT,review-missing-flow,5,153,22870,151,contract-review,delivery,0
M56-CURRENT,review-missing-flow,5,153,22870,151,omission-recall,flow,0
M56-CURRENT,review-missing-pages,1,115,10994,121,contract-review,applicability,0
M56-CURRENT,review-missing-pages,1,115,10994,121,contract-review,pages,0
M56-CURRENT,review-missing-pages,1,115,10994,121,contract-review,states,0
M56-CURRENT,review-missing-pages,1,115,10994,121,contract-review,flow,0
M56-CURRENT,review-missing-pages,1,115,10994,121,contract-review,acceptance,0
M56-CURRENT,review-missing-pages,1,115,10994,121,contract-review,delivery,0
M56-CURRENT,review-missing-pages,1,115,10994,121,omission-recall,pages,0
M56-CURRENT,review-missing-pages,2,122,11501,112,contract-review,applicability,0
M56-CURRENT,review-missing-pages,2,122,11501,112,contract-review,pages,0
M56-CURRENT,review-missing-pages,2,122,11501,112,contract-review,states,0
M56-CURRENT,review-missing-pages,2,122,11501,112,contract-review,flow,0
M56-CURRENT,review-missing-pages,2,122,11501,112,contract-review,acceptance,0
M56-CURRENT,review-missing-pages,2,122,11501,112,contract-review,delivery,0
M56-CURRENT,review-missing-pages,2,122,11501,112,omission-recall,pages,0
M56-CURRENT,review-missing-pages,3,141,9833,56,contract-review,applicability,0
M56-CURRENT,review-missing-pages,3,141,9833,56,contract-review,pages,0
M56-CURRENT,review-missing-pages,3,141,9833,56,contract-review,states,0
M56-CURRENT,review-missing-pages,3,141,9833,56,contract-review,flow,0
M56-CURRENT,review-missing-pages,3,141,9833,56,contract-review,acceptance,0
M56-CURRENT,review-missing-pages,3,141,9833,56,contract-review,delivery,0
M56-CURRENT,review-missing-pages,3,141,9833,56,omission-recall,pages,0
M56-CURRENT,review-missing-pages,4,173,12236,152,contract-review,applicability,0
M56-CURRENT,review-missing-pages,4,173,12236,152,contract-review,pages,0
M56-CURRENT,review-missing-pages,4,173,12236,152,contract-review,states,1
M56-CURRENT,review-missing-pages,4,173,12236,152,contract-review,flow,0
M56-CURRENT,review-missing-pages,4,173,12236,152,contract-review,acceptance,0
M56-CURRENT,review-missing-pages,4,173,12236,152,contract-review,delivery,0
M56-CURRENT,review-missing-pages,4,173,12236,152,omission-recall,pages,0
M56-CURRENT,review-missing-pages,5,111,13451,103,contract-review,applicability,0
M56-CURRENT,review-missing-pages,5,111,13451,103,contract-review,pages,0
M56-CURRENT,review-missing-pages,5,111,13451,103,contract-review,states,0
M56-CURRENT,review-missing-pages,5,111,13451,103,contract-review,flow,0
M56-CURRENT,review-missing-pages,5,111,13451,103,contract-review,acceptance,0
M56-CURRENT,review-missing-pages,5,111,13451,103,contract-review,delivery,0
M56-CURRENT,review-missing-pages,5,111,13451,103,omission-recall,pages,0
M56-CURRENT,review-missing-states,1,107,8754,115,contract-review,applicability,0
M56-CURRENT,review-missing-states,1,107,8754,115,contract-review,pages,0
M56-CURRENT,review-missing-states,1,107,8754,115,contract-review,states,0
M56-CURRENT,review-missing-states,1,107,8754,115,contract-review,flow,0
M56-CURRENT,review-missing-states,1,107,8754,115,contract-review,acceptance,0
M56-CURRENT,review-missing-states,1,107,8754,115,contract-review,delivery,0
M56-CURRENT,review-missing-states,1,107,8754,115,omission-recall,states,0
M56-CURRENT,review-missing-states,2,121,11465,103,contract-review,applicability,0
M56-CURRENT,review-missing-states,2,121,11465,103,contract-review,pages,1
M56-CURRENT,review-missing-states,2,121,11465,103,contract-review,states,1
M56-CURRENT,review-missing-states,2,121,11465,103,contract-review,flow,1
M56-CURRENT,review-missing-states,2,121,11465,103,contract-review,acceptance,0
M56-CURRENT,review-missing-states,2,121,11465,103,contract-review,delivery,0
M56-CURRENT,review-missing-states,2,121,11465,103,omission-recall,states,1
M56-CURRENT,review-missing-states,3,122,12587,120,contract-review,applicability,0
M56-CURRENT,review-missing-states,3,122,12587,120,contract-review,pages,0
M56-CURRENT,review-missing-states,3,122,12587,120,contract-review,states,0
M56-CURRENT,review-missing-states,3,122,12587,120,contract-review,flow,0
M56-CURRENT,review-missing-states,3,122,12587,120,contract-review,acceptance,0
M56-CURRENT,review-missing-states,3,122,12587,120,contract-review,delivery,0
M56-CURRENT,review-missing-states,3,122,12587,120,omission-recall,states,0
M56-CURRENT,review-missing-states,4,137,9764,120,contract-review,applicability,0
M56-CURRENT,review-missing-states,4,137,9764,120,contract-review,pages,0
M56-CURRENT,review-missing-states,4,137,9764,120,contract-review,states,0
M56-CURRENT,review-missing-states,4,137,9764,120,contract-review,flow,0
M56-CURRENT,review-missing-states,4,137,9764,120,contract-review,acceptance,0
M56-CURRENT,review-missing-states,4,137,9764,120,contract-review,delivery,0
M56-CURRENT,review-missing-states,4,137,9764,120,omission-recall,states,0
M56-CURRENT,review-missing-states,5,161,12561,106,contract-review,applicability,0
M56-CURRENT,review-missing-states,5,161,12561,106,contract-review,pages,0
M56-CURRENT,review-missing-states,5,161,12561,106,contract-review,states,0
M56-CURRENT,review-missing-states,5,161,12561,106,contract-review,flow,0
M56-CURRENT,review-missing-states,5,161,12561,106,contract-review,acceptance,0
M56-CURRENT,review-missing-states,5,161,12561,106,contract-review,delivery,0
M56-CURRENT,review-missing-states,5,161,12561,106,omission-recall,states,0
M56-CURRENT,review-universal,1,66,6206,98,universal,fr_contradiction,1
M56-CURRENT,review-universal,1,66,6206,98,universal,authorization,1
M56-CURRENT,review-universal,1,66,6206,98,universal,qualitative_nfr,1
M56-CURRENT,review-universal,1,66,6206,98,universal,unverifiable_acceptance,1
M56-CURRENT,review-universal,1,66,6206,98,universal,ownerless_expiry,1
M56-CURRENT,review-universal,2,83,6348,96,universal,fr_contradiction,1
M56-CURRENT,review-universal,2,83,6348,96,universal,authorization,1
M56-CURRENT,review-universal,2,83,6348,96,universal,qualitative_nfr,0
M56-CURRENT,review-universal,2,83,6348,96,universal,unverifiable_acceptance,1
M56-CURRENT,review-universal,2,83,6348,96,universal,ownerless_expiry,1
M56-CURRENT,review-universal,3,74,8574,79,universal,fr_contradiction,1
M56-CURRENT,review-universal,3,74,8574,79,universal,authorization,1
M56-CURRENT,review-universal,3,74,8574,79,universal,qualitative_nfr,0
M56-CURRENT,review-universal,3,74,8574,79,universal,unverifiable_acceptance,1
M56-CURRENT,review-universal,3,74,8574,79,universal,ownerless_expiry,1
M56-CURRENT,review-universal,4,64,9060,32,universal,fr_contradiction,1
M56-CURRENT,review-universal,4,64,9060,32,universal,authorization,1
M56-CURRENT,review-universal,4,64,9060,32,universal,qualitative_nfr,1
M56-CURRENT,review-universal,4,64,9060,32,universal,unverifiable_acceptance,1
M56-CURRENT,review-universal,4,64,9060,32,universal,ownerless_expiry,1
M56-CURRENT,review-universal,5,81,6493,34,universal,fr_contradiction,1
M56-CURRENT,review-universal,5,81,6493,34,universal,authorization,1
M56-CURRENT,review-universal,5,81,6493,34,universal,qualitative_nfr,1
M56-CURRENT,review-universal,5,81,6493,34,universal,unverifiable_acceptance,1
M56-CURRENT,review-universal,5,81,6493,34,universal,ownerless_expiry,1
M56-V2,create-backend-webhook,1,136,23798,339,create,problem,1
M56-V2,create-backend-webhook,1,136,23798,339,create,goals,1
M56-V2,create-backend-webhook,1,136,23798,339,create,non_goals,1
M56-V2,create-backend-webhook,1,136,23798,339,create,roles,1
M56-V2,create-backend-webhook,1,136,23798,339,create,fr_ids,1
M56-V2,create-backend-webhook,1,136,23798,339,create,server_authz,1
M56-V2,create-backend-webhook,1,136,23798,339,create,nfr,1
M56-V2,create-backend-webhook,1,136,23798,339,create,acceptance_gwt,1
M56-V2,create-backend-webhook,1,136,23798,339,create,risks_open,1
M56-V2,create-backend-webhook,1,136,23798,339,create,mapped_phases,0
M56-V2,create-backend-webhook,1,136,23798,339,create,ui_applicability,1
M56-V2,create-backend-webhook,1,136,23798,339,create,delivery_semantics,1
M56-V2,create-backend-webhook,1,136,23798,339,create,security_open_no_fake_sla,1
M56-V2,create-backend-webhook,2,143,11433,310,create,problem,1
M56-V2,create-backend-webhook,2,143,11433,310,create,goals,1
M56-V2,create-backend-webhook,2,143,11433,310,create,non_goals,1
M56-V2,create-backend-webhook,2,143,11433,310,create,roles,1
M56-V2,create-backend-webhook,2,143,11433,310,create,fr_ids,1
M56-V2,create-backend-webhook,2,143,11433,310,create,server_authz,0
M56-V2,create-backend-webhook,2,143,11433,310,create,nfr,1
M56-V2,create-backend-webhook,2,143,11433,310,create,acceptance_gwt,1
M56-V2,create-backend-webhook,2,143,11433,310,create,risks_open,1
M56-V2,create-backend-webhook,2,143,11433,310,create,mapped_phases,0
M56-V2,create-backend-webhook,2,143,11433,310,create,ui_applicability,1
M56-V2,create-backend-webhook,2,143,11433,310,create,delivery_semantics,1
M56-V2,create-backend-webhook,2,143,11433,310,create,security_open_no_fake_sla,1
M56-V2,create-backend-webhook,3,141,20201,270,create,problem,1
M56-V2,create-backend-webhook,3,141,20201,270,create,goals,1
M56-V2,create-backend-webhook,3,141,20201,270,create,non_goals,1
M56-V2,create-backend-webhook,3,141,20201,270,create,roles,1
M56-V2,create-backend-webhook,3,141,20201,270,create,fr_ids,1
M56-V2,create-backend-webhook,3,141,20201,270,create,server_authz,0
M56-V2,create-backend-webhook,3,141,20201,270,create,nfr,1
M56-V2,create-backend-webhook,3,141,20201,270,create,acceptance_gwt,1
M56-V2,create-backend-webhook,3,141,20201,270,create,risks_open,1
M56-V2,create-backend-webhook,3,141,20201,270,create,mapped_phases,0
M56-V2,create-backend-webhook,3,141,20201,270,create,ui_applicability,1
M56-V2,create-backend-webhook,3,141,20201,270,create,delivery_semantics,1
M56-V2,create-backend-webhook,3,141,20201,270,create,security_open_no_fake_sla,1
M56-V2,create-backend-webhook,4,143,11200,307,create,problem,1
M56-V2,create-backend-webhook,4,143,11200,307,create,goals,1
M56-V2,create-backend-webhook,4,143,11200,307,create,non_goals,1
M56-V2,create-backend-webhook,4,143,11200,307,create,roles,1
M56-V2,create-backend-webhook,4,143,11200,307,create,fr_ids,1
M56-V2,create-backend-webhook,4,143,11200,307,create,server_authz,0
M56-V2,create-backend-webhook,4,143,11200,307,create,nfr,1
M56-V2,create-backend-webhook,4,143,11200,307,create,acceptance_gwt,0
M56-V2,create-backend-webhook,4,143,11200,307,create,risks_open,1
M56-V2,create-backend-webhook,4,143,11200,307,create,mapped_phases,0
M56-V2,create-backend-webhook,4,143,11200,307,create,ui_applicability,1
M56-V2,create-backend-webhook,4,143,11200,307,create,delivery_semantics,1
M56-V2,create-backend-webhook,4,143,11200,307,create,security_open_no_fake_sla,1
M56-V2,create-backend-webhook,5,170,11459,315,create,problem,1
M56-V2,create-backend-webhook,5,170,11459,315,create,goals,1
M56-V2,create-backend-webhook,5,170,11459,315,create,non_goals,1
M56-V2,create-backend-webhook,5,170,11459,315,create,roles,1
M56-V2,create-backend-webhook,5,170,11459,315,create,fr_ids,1
M56-V2,create-backend-webhook,5,170,11459,315,create,server_authz,0
M56-V2,create-backend-webhook,5,170,11459,315,create,nfr,1
M56-V2,create-backend-webhook,5,170,11459,315,create,acceptance_gwt,0
M56-V2,create-backend-webhook,5,170,11459,315,create,risks_open,1
M56-V2,create-backend-webhook,5,170,11459,315,create,mapped_phases,1
M56-V2,create-backend-webhook,5,170,11459,315,create,ui_applicability,1
M56-V2,create-backend-webhook,5,170,11459,315,create,delivery_semantics,1
M56-V2,create-backend-webhook,5,170,11459,315,create,security_open_no_fake_sla,1
M56-V2,create-mobile-expense,1,153,11363,321,create,problem,1
M56-V2,create-mobile-expense,1,153,11363,321,create,goals,1
M56-V2,create-mobile-expense,1,153,11363,321,create,non_goals,1
M56-V2,create-mobile-expense,1,153,11363,321,create,roles,1
M56-V2,create-mobile-expense,1,153,11363,321,create,fr_ids,1
M56-V2,create-mobile-expense,1,153,11363,321,create,server_authz,1
M56-V2,create-mobile-expense,1,153,11363,321,create,nfr,1
M56-V2,create-mobile-expense,1,153,11363,321,create,acceptance_gwt,0
M56-V2,create-mobile-expense,1,153,11363,321,create,risks_open,1
M56-V2,create-mobile-expense,1,153,11363,321,create,mapped_phases,0
M56-V2,create-mobile-expense,1,153,11363,321,create,pages_routes,0
M56-V2,create-mobile-expense,1,153,11363,321,create,state_matrix,0
M56-V2,create-mobile-expense,1,153,11363,321,create,mermaid_flow,1
M56-V2,create-mobile-expense,2,197,12954,363,create,problem,1
M56-V2,create-mobile-expense,2,197,12954,363,create,goals,1
M56-V2,create-mobile-expense,2,197,12954,363,create,non_goals,1
M56-V2,create-mobile-expense,2,197,12954,363,create,roles,1
M56-V2,create-mobile-expense,2,197,12954,363,create,fr_ids,1
M56-V2,create-mobile-expense,2,197,12954,363,create,server_authz,1
M56-V2,create-mobile-expense,2,197,12954,363,create,nfr,1
M56-V2,create-mobile-expense,2,197,12954,363,create,acceptance_gwt,0
M56-V2,create-mobile-expense,2,197,12954,363,create,risks_open,1
M56-V2,create-mobile-expense,2,197,12954,363,create,mapped_phases,0
M56-V2,create-mobile-expense,2,197,12954,363,create,pages_routes,0
M56-V2,create-mobile-expense,2,197,12954,363,create,state_matrix,1
M56-V2,create-mobile-expense,2,197,12954,363,create,mermaid_flow,1
M56-V2,create-mobile-expense,3,169,14454,419,create,problem,1
M56-V2,create-mobile-expense,3,169,14454,419,create,goals,1
M56-V2,create-mobile-expense,3,169,14454,419,create,non_goals,1
M56-V2,create-mobile-expense,3,169,14454,419,create,roles,1
M56-V2,create-mobile-expense,3,169,14454,419,create,fr_ids,1
M56-V2,create-mobile-expense,3,169,14454,419,create,server_authz,1
M56-V2,create-mobile-expense,3,169,14454,419,create,nfr,1
M56-V2,create-mobile-expense,3,169,14454,419,create,acceptance_gwt,1
M56-V2,create-mobile-expense,3,169,14454,419,create,risks_open,1
M56-V2,create-mobile-expense,3,169,14454,419,create,mapped_phases,0
M56-V2,create-mobile-expense,3,169,14454,419,create,pages_routes,0
M56-V2,create-mobile-expense,3,169,14454,419,create,state_matrix,0
M56-V2,create-mobile-expense,3,169,14454,419,create,mermaid_flow,0
M56-V2,create-mobile-expense,4,184,12975,430,create,problem,1
M56-V2,create-mobile-expense,4,184,12975,430,create,goals,1
M56-V2,create-mobile-expense,4,184,12975,430,create,non_goals,1
M56-V2,create-mobile-expense,4,184,12975,430,create,roles,1
M56-V2,create-mobile-expense,4,184,12975,430,create,fr_ids,1
M56-V2,create-mobile-expense,4,184,12975,430,create,server_authz,1
M56-V2,create-mobile-expense,4,184,12975,430,create,nfr,1
M56-V2,create-mobile-expense,4,184,12975,430,create,acceptance_gwt,0
M56-V2,create-mobile-expense,4,184,12975,430,create,risks_open,1
M56-V2,create-mobile-expense,4,184,12975,430,create,mapped_phases,0
M56-V2,create-mobile-expense,4,184,12975,430,create,pages_routes,0
M56-V2,create-mobile-expense,4,184,12975,430,create,state_matrix,1
M56-V2,create-mobile-expense,4,184,12975,430,create,mermaid_flow,1
M56-V2,create-mobile-expense,5,165,12580,437,create,problem,1
M56-V2,create-mobile-expense,5,165,12580,437,create,goals,1
M56-V2,create-mobile-expense,5,165,12580,437,create,non_goals,1
M56-V2,create-mobile-expense,5,165,12580,437,create,roles,1
M56-V2,create-mobile-expense,5,165,12580,437,create,fr_ids,1
M56-V2,create-mobile-expense,5,165,12580,437,create,server_authz,1
M56-V2,create-mobile-expense,5,165,12580,437,create,nfr,1
M56-V2,create-mobile-expense,5,165,12580,437,create,acceptance_gwt,1
M56-V2,create-mobile-expense,5,165,12580,437,create,risks_open,1
M56-V2,create-mobile-expense,5,165,12580,437,create,mapped_phases,0
M56-V2,create-mobile-expense,5,165,12580,437,create,pages_routes,0
M56-V2,create-mobile-expense,5,165,12580,437,create,state_matrix,1
M56-V2,create-mobile-expense,5,165,12580,437,create,mermaid_flow,1
M56-V2,create-ui-internal,1,124,22596,230,create,problem,1
M56-V2,create-ui-internal,1,124,22596,230,create,goals,1
M56-V2,create-ui-internal,1,124,22596,230,create,non_goals,1
M56-V2,create-ui-internal,1,124,22596,230,create,roles,1
M56-V2,create-ui-internal,1,124,22596,230,create,fr_ids,1
M56-V2,create-ui-internal,1,124,22596,230,create,server_authz,1
M56-V2,create-ui-internal,1,124,22596,230,create,nfr,1
M56-V2,create-ui-internal,1,124,22596,230,create,acceptance_gwt,1
M56-V2,create-ui-internal,1,124,22596,230,create,risks_open,1
M56-V2,create-ui-internal,1,124,22596,230,create,mapped_phases,0
M56-V2,create-ui-internal,1,124,22596,230,create,pages_routes,0
M56-V2,create-ui-internal,1,124,22596,230,create,state_matrix,1
M56-V2,create-ui-internal,1,124,22596,230,create,mermaid_flow,1
M56-V2,create-ui-internal,2,189,23649,304,create,problem,1
M56-V2,create-ui-internal,2,189,23649,304,create,goals,1
M56-V2,create-ui-internal,2,189,23649,304,create,non_goals,1
M56-V2,create-ui-internal,2,189,23649,304,create,roles,1
M56-V2,create-ui-internal,2,189,23649,304,create,fr_ids,1
M56-V2,create-ui-internal,2,189,23649,304,create,server_authz,1
M56-V2,create-ui-internal,2,189,23649,304,create,nfr,1
M56-V2,create-ui-internal,2,189,23649,304,create,acceptance_gwt,0
M56-V2,create-ui-internal,2,189,23649,304,create,risks_open,1
M56-V2,create-ui-internal,2,189,23649,304,create,mapped_phases,0
M56-V2,create-ui-internal,2,189,23649,304,create,pages_routes,0
M56-V2,create-ui-internal,2,189,23649,304,create,state_matrix,1
M56-V2,create-ui-internal,2,189,23649,304,create,mermaid_flow,1
M56-V2,create-ui-internal,3,128,19170,248,create,problem,1
M56-V2,create-ui-internal,3,128,19170,248,create,goals,1
M56-V2,create-ui-internal,3,128,19170,248,create,non_goals,1
M56-V2,create-ui-internal,3,128,19170,248,create,roles,1
M56-V2,create-ui-internal,3,128,19170,248,create,fr_ids,1
M56-V2,create-ui-internal,3,128,19170,248,create,server_authz,1
M56-V2,create-ui-internal,3,128,19170,248,create,nfr,1
M56-V2,create-ui-internal,3,128,19170,248,create,acceptance_gwt,0
M56-V2,create-ui-internal,3,128,19170,248,create,risks_open,1
M56-V2,create-ui-internal,3,128,19170,248,create,mapped_phases,0
M56-V2,create-ui-internal,3,128,19170,248,create,pages_routes,0
M56-V2,create-ui-internal,3,128,19170,248,create,state_matrix,1
M56-V2,create-ui-internal,3,128,19170,248,create,mermaid_flow,1
M56-V2,create-ui-internal,4,131,23757,265,create,problem,1
M56-V2,create-ui-internal,4,131,23757,265,create,goals,1
M56-V2,create-ui-internal,4,131,23757,265,create,non_goals,1
M56-V2,create-ui-internal,4,131,23757,265,create,roles,1
M56-V2,create-ui-internal,4,131,23757,265,create,fr_ids,1
M56-V2,create-ui-internal,4,131,23757,265,create,server_authz,1
M56-V2,create-ui-internal,4,131,23757,265,create,nfr,1
M56-V2,create-ui-internal,4,131,23757,265,create,acceptance_gwt,1
M56-V2,create-ui-internal,4,131,23757,265,create,risks_open,1
M56-V2,create-ui-internal,4,131,23757,265,create,mapped_phases,0
M56-V2,create-ui-internal,4,131,23757,265,create,pages_routes,0
M56-V2,create-ui-internal,4,131,23757,265,create,state_matrix,1
M56-V2,create-ui-internal,4,131,23757,265,create,mermaid_flow,1
M56-V2,create-ui-internal,5,121,23414,328,create,problem,1
M56-V2,create-ui-internal,5,121,23414,328,create,goals,1
M56-V2,create-ui-internal,5,121,23414,328,create,non_goals,1
M56-V2,create-ui-internal,5,121,23414,328,create,roles,1
M56-V2,create-ui-internal,5,121,23414,328,create,fr_ids,1
M56-V2,create-ui-internal,5,121,23414,328,create,server_authz,1
M56-V2,create-ui-internal,5,121,23414,328,create,nfr,1
M56-V2,create-ui-internal,5,121,23414,328,create,acceptance_gwt,1
M56-V2,create-ui-internal,5,121,23414,328,create,risks_open,1
M56-V2,create-ui-internal,5,121,23414,328,create,mapped_phases,0
M56-V2,create-ui-internal,5,121,23414,328,create,pages_routes,0
M56-V2,create-ui-internal,5,121,23414,328,create,state_matrix,0
M56-V2,create-ui-internal,5,121,23414,328,create,mermaid_flow,1
M56-V2,review-contract-clean,1,105,10883,96,contract-review,applicability,1
M56-V2,review-contract-clean,1,105,10883,96,contract-review,pages,1
M56-V2,review-contract-clean,1,105,10883,96,contract-review,states,1
M56-V2,review-contract-clean,1,105,10883,96,contract-review,flow,1
M56-V2,review-contract-clean,1,105,10883,96,contract-review,acceptance,1
M56-V2,review-contract-clean,1,105,10883,96,contract-review,delivery,1
M56-V2,review-contract-clean,1,105,10883,96,clean-specificity,no-missing,1
M56-V2,review-contract-clean,2,116,11909,56,contract-review,applicability,1
M56-V2,review-contract-clean,2,116,11909,56,contract-review,pages,1
M56-V2,review-contract-clean,2,116,11909,56,contract-review,states,1
M56-V2,review-contract-clean,2,116,11909,56,contract-review,flow,1
M56-V2,review-contract-clean,2,116,11909,56,contract-review,acceptance,1
M56-V2,review-contract-clean,2,116,11909,56,contract-review,delivery,1
M56-V2,review-contract-clean,2,116,11909,56,clean-specificity,no-missing,1
M56-V2,review-contract-clean,3,139,12279,52,contract-review,applicability,1
M56-V2,review-contract-clean,3,139,12279,52,contract-review,pages,1
M56-V2,review-contract-clean,3,139,12279,52,contract-review,states,1
M56-V2,review-contract-clean,3,139,12279,52,contract-review,flow,1
M56-V2,review-contract-clean,3,139,12279,52,contract-review,acceptance,1
M56-V2,review-contract-clean,3,139,12279,52,contract-review,delivery,1
M56-V2,review-contract-clean,3,139,12279,52,clean-specificity,no-missing,1
M56-V2,review-contract-clean,4,159,13151,100,contract-review,applicability,1
M56-V2,review-contract-clean,4,159,13151,100,contract-review,pages,1
M56-V2,review-contract-clean,4,159,13151,100,contract-review,states,1
M56-V2,review-contract-clean,4,159,13151,100,contract-review,flow,1
M56-V2,review-contract-clean,4,159,13151,100,contract-review,acceptance,1
M56-V2,review-contract-clean,4,159,13151,100,contract-review,delivery,1
M56-V2,review-contract-clean,4,159,13151,100,clean-specificity,no-missing,1
M56-V2,review-contract-clean,5,176,12327,117,contract-review,applicability,1
M56-V2,review-contract-clean,5,176,12327,117,contract-review,pages,1
M56-V2,review-contract-clean,5,176,12327,117,contract-review,states,1
M56-V2,review-contract-clean,5,176,12327,117,contract-review,flow,1
M56-V2,review-contract-clean,5,176,12327,117,contract-review,acceptance,1
M56-V2,review-contract-clean,5,176,12327,117,contract-review,delivery,1
M56-V2,review-contract-clean,5,176,12327,117,clean-specificity,no-missing,1
M56-V2,review-missing-acceptance,1,136,9527,49,contract-review,applicability,1
M56-V2,review-missing-acceptance,1,136,9527,49,contract-review,pages,1
M56-V2,review-missing-acceptance,1,136,9527,49,contract-review,states,1
M56-V2,review-missing-acceptance,1,136,9527,49,contract-review,flow,1
M56-V2,review-missing-acceptance,1,136,9527,49,contract-review,acceptance,1
M56-V2,review-missing-acceptance,1,136,9527,49,contract-review,delivery,0
M56-V2,review-missing-acceptance,1,136,9527,49,omission-recall,acceptance,1
M56-V2,review-missing-acceptance,2,114,18639,88,contract-review,applicability,1
M56-V2,review-missing-acceptance,2,114,18639,88,contract-review,pages,1
M56-V2,review-missing-acceptance,2,114,18639,88,contract-review,states,1
M56-V2,review-missing-acceptance,2,114,18639,88,contract-review,flow,1
M56-V2,review-missing-acceptance,2,114,18639,88,contract-review,acceptance,1
M56-V2,review-missing-acceptance,2,114,18639,88,contract-review,delivery,1
M56-V2,review-missing-acceptance,2,114,18639,88,omission-recall,acceptance,1
M56-V2,review-missing-acceptance,3,94,8508,69,contract-review,applicability,1
M56-V2,review-missing-acceptance,3,94,8508,69,contract-review,pages,1
M56-V2,review-missing-acceptance,3,94,8508,69,contract-review,states,1
M56-V2,review-missing-acceptance,3,94,8508,69,contract-review,flow,1
M56-V2,review-missing-acceptance,3,94,8508,69,contract-review,acceptance,1
M56-V2,review-missing-acceptance,3,94,8508,69,contract-review,delivery,1
M56-V2,review-missing-acceptance,3,94,8508,69,omission-recall,acceptance,1
M56-V2,review-missing-acceptance,4,122,11606,102,contract-review,applicability,1
M56-V2,review-missing-acceptance,4,122,11606,102,contract-review,pages,1
M56-V2,review-missing-acceptance,4,122,11606,102,contract-review,states,1
M56-V2,review-missing-acceptance,4,122,11606,102,contract-review,flow,1
M56-V2,review-missing-acceptance,4,122,11606,102,contract-review,acceptance,1
M56-V2,review-missing-acceptance,4,122,11606,102,contract-review,delivery,1
